timestamp,time_key,store_id,item_id,item_name,category,actual_sales
2026-05-05 19:48:46.492963,2026-05-05 19:00:00,1,I001,tomato,vegetables,276.55371322408985
2026-05-05 19:51:51.188652,2026-05-05 19:00:00,1,I001,tomato,vegetables,271.4738855906305
2026-05-05 19:57:53.552022,2026-05-05 19:00:00,1,I001,tomato,vegetables,277.76150830480555
2026-05-05 20:00:04.247906,2026-05-05 20:00:00,1,I001,tomato,vegetables,184.11423885126422
2026-05-05 20:00:04.623302,2026-05-05 20:00:00,2,I036,milk,dairy,277.5867730022133
2026-05-05 20:00:05.043651,2026-05-05 20:00:00,3,I091,chips,snacks,167.52690434440657
2026-05-05 20:00:05.431186,2026-05-05 20:00:00,4,,almonds,dry_fruits,0.0
2026-05-05 20:00:05.791395,2026-05-05 20:00:00,1,I066,rice,grains,269.6794778332233
2026-05-05 20:00:06.138522,2026-05-05 20:00:00,2,,soft_drink,beverages,0.0
2026-05-06 18:11:41.995559,2026-05-06 18:00:00,0,I021,apple,Fruits,104.36048034868772
2026-05-06 18:12:03.077090,2026-05-06 18:00:00,0,I021,apple,Fruits,25.1926584575003
2026-05-07 01:11:56.885707,2026-05-07 01:00:00,1,I021,apple,Fruits,135.63416197143795
2026-05-07 01:19:30.841341,2026-05-07 01:00:00,1,I098,cereal,Snacks,149.60569817252826
2026-05-07 01:52:34.989144,2026-05-07 01:00:00,1,I040,Cream,Dairy,289.42375804273763
2026-05-07 10:12:48.787020,2026-05-07 10:00:00,0,I021,Apple,Fruits,82.71065733989575
2026-05-07 13:21:48.404874,2026-05-07 13:00:00,4,I038,Cheese,Dairy,78.68169976607223
2026-05-07 13:57:14.666354,2026-05-07 13:00:00,5,I023,Orange,Fruits,81.82735103732462
2026-05-07 14:27:08.038419,2026-05-07 14:00:00,5,I001,Tomato,Vegetables,180.92397866076217
